location,source,target,id,fuzzy,context,translator_comments,developer_comments
FLEET_EXPLORE_T2_19,{Scanned %SYSTEM% System for exotic flora. Ocean surface entirely obscured by cyanobacterial bloom. Collected samples. Bloom suitable for biofuel harvesting.},,,,,,
FLEET_EXPLORE_T2_20,"{Research team deployed to planet %PLANET%. Crew discovered and documented a range of cold-water plants, including lilies with exceptionally long life-spans. }",,,,,,
FLEET_EXPLORE_T2_21,{Survey team deployed. Collected berries from plants on planet %PLANET%. Berries appear to hold a small electric charge. Samples were not tested orally.},,,,,,
FLEET_EXPLORE_T2_22,{Botanical survey team deployed to planet %PLANET%. Investigated the destruction of a radio tower. Structure had been submerged in fast-growing vines. Tendrils appear to have some biomineral content and were able to crush concrete.},,,,,,
FLEET_EXPLORE_T2_23,{Performed floral survey of planet %PLANET%. Ocean probe detected carnivorous seaweed. Lamina were covered in glue-like substance. Nutrient source theorised to be trapped fish.},,,,,,
FLEET_EXPLORE_T2_24,"{Botanists deployed to planet %PLANET%. Habitat supported a huge and genetically diverse range of bromeliads. Collected samples, including a lantern-like flower spike with a bioluminescent tip.}",,,,,,
FLEET_EXPLORE_T2_25,{Performed botanical survey on planet %PLANET%. Crew followed extensive root system into a shallow cave. Roots were a tuber system supporting carnivorous plants with tooth-like structures. Crew departed cave. Drones deployed to finish survey. },,,,,,
FLEET_EXPLORE_T3_1,{Zoological research team deployed. Encountered giant flightless birds on planet %PLANET%. Estimated weight: %NUM%00 kg.},,,,,,
FLEET_EXPLORE_T3_2,"{Surveyed planet %PLANET% for fauna. Encountered small diplo-like creatures. Animals were tame, showing no fear of the research crew. Adopted a small flock for the fleet.}",,,,,,
FLEET_EXPLORE_T3_3,{Research team deployed to planet %PLANET%. Discovered large flock of blob-like creatures. Animals were docile. Crew milked a number of specimens to assess farming potential.},,,,,,
FLEET_EXPLORE_T3_4,{Performed zoological survey on planet %PLANET%. Delta-wave scan revealed apparent brain function within mineral structures. Planet appears to resonate at frequencies correlating with conscious thought.},,,,,,
FLEET_EXPLORE_T3_5,{Scanned %SYSTEM% System for exotic fauna. Scanner highlighted bird life on planet %PLANET%. Ground crew observed large black bird with significant problem-solving capabilities. Pair brought back to the fleet for further analysis.},,,,,,
FLEET_EXPLORE_T3_6,{Zoological research team deployed to planet %PLANET%. Crew reported being stalked by unseen creatures. Data gathered from tracks and stool samples. Crew evacuated on discovery of humanoid remains within sample.},,,,,,
FLEET_EXPLORE_T3_7,"{Began crypto-zoological survey of %SYSTEM% Sector. Disturbing results from nocturnal scan of planet %PLANET%. Surface appeared lifeless during the day. At night, colossal swarms of spider-like creatures erupt from underground caverns.}",,,,,,
FLEET_EXPLORE_T3_8,{Searched planet %PLANET% for exotic fauna. Encounter docile mammal-like creature with moisture-sensing glands in its feet. Creature had remarkable ability to both find water and lead the crew to it.},,,,,,
FLEET_EXPLORE_T3_9,{Survey team deployed. Collected fauna samples on planet %PLANET%. Primary lifeform appears to share some DNA with the Gek. Local mutation resulted in thick woolly coats. Collected samples to assess commercial farming potential.},,,,,,
FLEET_EXPLORE_T3_10,{Research team deployed to planet %PLANET%. Encountered colossal snails. Estimated weight: %NUM% tonnes. Scan data suggests snails produce potent neurotoxin. Gathered samples and attempted to synthesise.},,,,,,
FLEET_EXPLORE_T3_11,"{Crew discovered unusual fauna while exploring planet %PLANET%. Creature could mimic sounds made by the research team, including complex speech patterns. No indication of comprehension.}",,,,,,
FLEET_EXPLORE_T3_12,{Zoological research team deployed. Encountered moderate-sized creature on planet %PLANET%. Unusual head-to-body ratio: crew reported that creature was 'almost entirely teeth'.},,,,,,
FLEET_EXPLORE_T3_13,"{Surveyed planet %PLANET% for fauna. Ground team reported high seismic activity, deployed underground scanning equipment. Discovered enormous burrowing worms, longer than a freighter. Ground team evacuated.}",,,,,,
FLEET_EXPLORE_T3_14,"{Research team deployed to planet %PLANET%. Deployed submarine drones to shallow ocean. Discovered large, turtle-like creatures with translucent shells. Made detailed observations, left turtles in peace.}",,,,,,
FLEET_EXPLORE_T3_15,{Performed zoological survey on planet %PLANET%. Discovered caterpillars over %NUM% cm in length. Creatures produced a silk that was both incredibly strong and highly conductive.},,,,,,
FLEET_EXPLORE_T3_16,"{Zoological research team deployed to planet %PLANET%. Encountered birds with highly reflective feathers, causing them to appear as if on fire in flight. Gathered feather samples for materials research.}",,,,,,
FLEET_EXPLORE_T3_17,"{Research team deployed to planet %PLANET%. Discovered worm colony. Worms burrowed in formation, leaving glyph-like patterns in the soil. Gently extracted colony for further study.}",,,,,,
FLEET_EXPLORE_T3_18,"{Began crypto-zoological survey of %SYSTEM% Sector. Discovered unusual lifeform on planet %PLANET%. Scan showed exceptional toxin levels within creature's organs. Creature appeared docile, no venom delivery mechanism noted.}",,,,,,
FLEET_EXPLORE_T3_19,"{Searched planet %PLANET% for exotic fauna. Discovered blob-like creature. Creature appeared to live on nutrients absorbed into its gelatinous mass. Scanned at a distance, did not approach.}",,,,,,
FLEET_EXPLORE_T3_20,{Survey team deployed. Collected fauna samples on planet %PLANET%. Planet dominated by waterfowl. Concentrated analysis on species that laid bright blue eggs. Returned samples to the fleet for incubation.},,,,,,
FLEET_EXPLORE_T3_21,"{Scanned %SYSTEM% System for exotic fauna. Discovered planet with high crab population. They appeared to grow from large eggs fastened to riverbeds, and new crabs hatched constantly. Observations recorded from low orbit.}",,,,,,
FLEET_EXPLORE_T3_22,"{Observed flora/fauna symbiosis on planet %PLANET%: an armour-plated herbivore living in the branches of a spine-covered tree. Creature nested safely in the tree at night, and by day would distribute seeds as it searched the ground for food.}",,,,,,
FLEET_EXPLORE_T3_23,"{Discovered planet with large bird population. Zoological research team deployed. Birds appeared to create elaborate stick 'houses', spending days decorating their nests with mineral fragments and brightly coloured flora.}",,,,,,
FLEET_EXPLORE_T3_24,"{Surveyed planet %PLANET% for fauna. Ground crew observed remarkable predator. Creature moved slowly among its prey, alluring patterns flashing on a bioluminescent horn on its head. With its prey entranced, it has its pick of food.}",,,,,,
FLEET_EXPLORE_T3_25,{Research team deployed to planet %PLANET%. Studied small saltwater amphibians. Creatures swell up to tremendous size when disturbed. Declined to bring sample creatures through ship airlocks.},,,,,,
FLEET_EXPLORE_T4_1,"{Ground exploration crew deployed to planet %PLANET%. Crew found a highly polished, extremely heavy metal cube. Scanning the cube delivered vast amount of planetary discovery data to the scanner.}",,,,,,
FLEET_EXPLORE_T4_2,"{Explored planet %PLANET%. Research crew investigated a ruin, the heart of which was a giant golden sphere. Sphere appeared to be frictionless, making detailed study challenging.}",,,,,,
FLEET_EXPLORE_T4_3,"{Research team deployed to planet %PLANET%. Discovered a stone device buried in a ruin. When touched, the stone projected a hologram of the person who touched it, along with as-yet undecipherable data streams.}",,,,,,
FLEET_EXPLORE_T4_4,{Landed on planet %PLANET%. Ground crew discovered potential matter replication machine in an abandoned building. Machine appears to primarily produce nanites. Efforts to recalibrate have so far been in vain.},,,,,,
FLEET_EXPLORE_T4_5,{Scanned planet %PLANET%. Orbital data readout indicated large power source buried under the surface. Deployed ground team. Electrical build up around the site made on-foot approach  impossible. Took readings at a distance.},,,,,,
FLEET_EXPLORE_T4_6,"{Surveyed planet %PLANET%. Discovered miniature portal at a ruin site. Portal was active, but too small to transport any crew members. Deployed drones, but signal did not survive portal entry.}",,,,,,
FLEET_EXPLORE_T4_7,"{On-foot survey discovered a portal receiver on planet %PLANET%. Receiver was a highly polished stone cylinder, broadcasting on a fundamental frequency. Attempts to decode portal address: ongoing.}",,,,,,
FLEET_EXPLORE_T4_8,{Deployed research team to planet %PLANET%. Followed repeating signal. Pinpointed source at a Korvax distress beacon. Signal appeared to be a series of melodic whistles. Unable to translate.},,,,,,
FLEET_EXPLORE_T4_9,"{Investigated unusual signals on planet %PLANET%. Source was a Vy'keen broadcast tower. Decoded signal. Broadcast was a long piece of plainsong, an oral history of Hirk and Nal. Recorded and archived.}",,,,,,
FLEET_EXPLORE_T4_10,{Research team explored planet %PLANET%. Detected data being shared between radio towers across the planet's surface. Traced and decrypted the signal. Broadcast was data between shared between Gek merchants aiming to manipulate the galactic trade market.},,,,,,
FLEET_EXPLORE_T4_11,"{Signal source detected on planet %PLANET%. Deployed ground crew. Traced signal to ancient distress beacon broadcasting from the heart of a ruined stone building. Crew scanned repeater, but were unable to translate its ancient language.}",,,,,,
FLEET_EXPLORE_T4_12,"{Explored planet %PLANET%. Discovered small device within a shallow cave. Device vibrated at a frequency that caused harmonic resonance in the cave, producing beautiful music from the earth itself. Scanned, but left device undisturbed.}",,,,,,
FLEET_EXPLORE_T4_13,"{Research team deployed to planet %PLANET%. Team found physical recordings buried among old stone ruins. Scanned and digitised engraving patterns. When played back, recordings were of birdsong. Estimated age of data: %NUM%00 years.}",,,,,,
FLEET_EXPLORE_T4_14,"{Landed on planet %PLANET%. Explored ruined buildings. Found mechanic device, a metal cube with with interlinked, rotating faces. The cube appeared to serve as a rudimentary translation device, displaying equivalent glyphs in different scripts.}",,,,,,
FLEET_EXPLORE_T4_15,"{Scanned planet %PLANET%. Surface was covered in large metal spheres, placed in a deliberate pattern. At sufficient distance, spheres seem to represent a nodes in a hypergraph. Planet appears to be part of a giant dataset, purpose unknown.}",,,,,,
FLEET_EXPLORE_T4_16,{Surveyed planet %PLANET%. Topographic scan revealed colossal mountain on planet's equator. Ground crew deployed. Mountain appears to be glass. Took density and light refraction measurements.},,,,,,
FLEET_EXPLORE_T4_17,"{On-foot survey discovered huge mirror on planet %PLANET%. Reflective surface had a radius of %NUM%00 u. Light was focused on a nearby moon, but crew could not discern for what purpose.}",,,,,,
FLEET_EXPLORE_T4_18,"{Crew excavated a stone pyramid from a shallow cave on planet %PLANET%. Broke seals and entered. Temperature too low to allow exploration by lifeforms. Deployed drones. Pyramid core approach absolute zero. Drones lost, but crew gained considerable data.}",,,,,,
FLEET_EXPLORE_T4_19,{Investigated unusual signals on planet %PLANET%. Located a small metal device in an ancient stone ruin. Device has all the properties of a perpetual motion machine. Returned to ship to examine for hidden energy source.},,,,,,
FLEET_EXPLORE_T4_20,"{Research team explored planet %PLANET%. Located an abandoned cartography drone. Drone had been exploring alone for %NUM%0 years. Recovered drone, downloaded data.}",,,,,,
FLEET_EXPLORE_T4_21,{Research team deployed to planet %PLANET%. Crew discovered broadcast device that appears to scan user's brainwaves and turn them into radio signals. Unable to process broadcast into a decipherable signal. Data archived for later study.},,,,,,
FLEET_EXPLORE_T4_22,"{Landed on planet %PLANET%. Found recording device in abandoned building. Device appears to be a camera, and broadcasts on an unusual frequency. Unable to determine target receiver. Tapped signal to harvest data.}",,,,,,
FLEET_EXPLORE_T4_23,"{Orbital survey of planet %PLANET% revealed huge flat slate. Slate appeared to use magnetic fields to shift grains around its surface, reflecting some underlying pattern. Scanning the slate caused it to generate an image of the fleet.}",,,,,,
FLEET_EXPLORE_T4_24,"{Planetary landing team deployed. Report planet surface unnaturally flat, 'as if relentlessly polished'. No lifesigns noted. Collected topographical data for later analysis.}",,,,,,
FLEET_EXPLORE_T4_25,{Investigated signal on planet %PLANET%. Crew located an active containment device in high security mode. Scans showed chamber was currently empty. Downloaded device logs for analysis.},,,,,,
FLEET_EXPLORE_SEC_1,"{Arrived in %SYSTEM% System. Star displayed strange chromatic instability, varying in colour over the course of several hours. Made detailed observations.}",,,,,,
FLEET_EXPLORE_SEC_2,{Long-range scan of %SYSTEM% System revealed unusual planetary composition. All non-stellar bodies in the system appear to be composed 100% of liquid. Unable to verify scan. Sold data to Explorers Guild.},,,,,,
FLEET_EXPLORE_SEC_3,{Ground crew chased by aggressive blob creatures on planet %PLANET%. Crew able to take several photographs while fleeing.},,,,,,
FLEET_EXPLORE_SEC_4,"{Ground crew encountered colossal underwater creatures while searching for hydrothermal vents. Slow-moving and docile, they gathered round the vents for warmth. Creatures appeared to enjoy being scanned.}",,,,,,
FLEET_EXPLORE_SEC_5,"{Ground crew encountered humanoid-sized birds while scouting planet %PLANET%. Birds were curious, taking food from crew members. No flight capabilities noted.}",,,,,,
FLEET_EXPLORE_SEC_6,{Ground crew attacked by swarm of flesh-eating insects while looking for minerals on planet %PLANET%. Insect samples lodged inside crew members. Samples scanned for data.},,,,,,
FLEET_EXPLORE_SEC_7,"{Arrived in %SYSTEM% System. Star luminance changed rapidly, appearing to blink out a sequence in code. Translated sequence appears to read: 16 16 16 16 16...}",,,,,,
FLEET_EXPLORE_SEC_8,"{Arrived in %SYSTEM% System. Abnormalities detected in scan data. Solar wind extremely high, stripping atmosphere from all nearby planets.}",,,,,,
FLEET_EXPLORE_SEC_9,{Arrived in %SYSTEM% System. Anomalies reported in scan data. Primary planet displays core temperature instability. Ground conditions extremely hazardous.},,,,,,
FLEET_EXPLORE_SEC_10,{Arrived in %SYSTEM% System. Stellar scan showed several abnormalities. Star shows signs of imminent depressurisation. Collapse likely.},,,,,,
FLEET_EXPLORE_SEC_11,"{Arrived in %SYSTEM% System. Planetary scan showed anomalous data. Core appears to be boiling, transitioning from liquid to gas. Tectonic instability: critical. Declined to land, took detailed observations from orbit.}",,,,,,
FLEET_EXPLORE_SEC_12,"{Arrived in %SYSTEM% System. Automated planetary composition scan showed unusual data. Planet had unusually high plant and mineral content. Detailed observations made, data sold to Explorers Guild.}",,,,,,
FLEET_EXPLORE_SEC_13,"{Arrived in %SYSTEM% System. Automated scan triggered. Stellar rotational results outside expected range. Star appears to be rotating incredibly fast, distorting its shape. Took detailed observations.}",,,,,,
FLEET_EXPLORE_SEC_14,"{Purchased supplies in the %SYSTEM% System. On departure, %RACE% merchant insisted on handing over small metal cube. Scanned cube for data and found an archive of countless Gek families, tracing genetic patterns back over millennia.}",,,,,,
FLEET_EXPLORE_SEC_15,{Collected paperwork from trader after refitting in the %SYSTEM% Sector. Hidden among the documents was a blueprint for an advanced mining laser prototype. Blueprint decrypted and entered in fleet database.},,,,,,
FLEET_EXPLORE_SEC_16,{Collected goods from trader in %SYSTEM% System. Trader mentioned medicinal flora growing on nearby planet. Dispatched ground crew to collect samples.},,,,,,
FLEET_EXPLORE_SEC_17,{Purchased additional fuel from Space Station %PLANET%. Fuel trader mentioned unusual alloys found in local asteroids. Dispatched research team to collect data.},,,,,,
FLEET_EXPLORE_SEC_18,{Ground crew encountered highly toxic plants while scouting planet %PLANET%. The crew's resulting extreme blood toxin levels allowed the collection of a valuable venom sample.},,,,,,
FLEET_EXPLORE_SEC_19,"{Ground crew isolated while scouting planet %PLANET%. Crew ingested local fruits while awaiting rescue. Seeds sprouted within crew, rapidly colonising them. Rescue team scanned resulting hybrid entity, but declined to bring them back aboard.}",,,,,,
FLEET_EXPLORE_SEC_20,{Ground crew surveyed planet %PLANET% for minerals. Located fossilised trees with high metal content. Scan data revealed novel bio-alloys.},,,,,,
FLEET_EXPLORE_SEC_FAIL_1,{Ground crew retrieved strange device from cave on planet %PLANET%. Device was clogged with ooze. Unable to restore functionality.},,,,,,
FLEET_EXPLORE_SEC_FAIL_2,{Received anomalous broadcast in the %SYSTEM% System. Unable to trace signal source.},,,,,,
FLEET_EXPLORE_SEC_FAIL_3,{Deep-space radar jammed by sudden and intense radio waves. Unable to ascertain broadcast source.},,,,,,
FLEET_EXPLORE_SEC_FAIL_4,{Encountered starships of an unknown origin. Vessels transmitted data packets to the fleet. Unable to decrypt data.},,,,,,
FLEET_EXPLORE_SEC_FAIL_5,"{Interfaced with damage trade terminal on planet %PLANET%. Received scrambled data stream. Pattern appeared to match a distress signal, but unable to decrypt coordinates.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_6,"{Picked up a distress signal in %SYSTEM% System. Followed signal to source, but found only a short-circuiting repeater.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_7,"{Crew reported large metallic structure while flying over planet %PLANET%. Landed ground crew, but investigated yielded neither data nor valuable metals.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_8,"{Crew observed strange structure at the bottom of a large lake while flying over planet %PLANET%. Investigated, but fleet possessed no underwater-capable vehicles for exploration.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_9,"{Long-range scanners jammed by high-powered signal. Source appeared to be stellar body in the %SYSTEM% Sector. Unable to recalibrate sensors, insufficient data to plot accurate coordinates.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_10,"{Received unusual signal on the interstellar communication channel. Signal was a gentle, endlessly looping series of harmonic whistles. Unable to decode patterns nor trace their source.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_11,"{Gifted a small, perfectly polished metal cube by a trader in the %SYSTEM% System. Unable to ascertain its function.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_12,"{Ground crew collected databanks from crashed freighter. Attempted to connect them to fleet mainframe, but accidental magnetic exposure wiped all usable data.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_13,"{Scouts report strange, glowing creatures flying through the upper atmosphere of planet %PLANET%. Dispatched research team to investigate. Unable to verify sighting.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_14,{Ground crew retrieved small broadcasting device from building on planet %PLANET%. Attempted analysis caused device to emit a loud scream and explode.},,,,,,
FLEET_EXPLORE_SEC_FAIL_15,"{Ground crew found a small furry mammal while scouting planet %PLANET%. Attempted to smuggle aboard the fleet. During airlock decontamination, creature became distressed and began emitting strange gas. Forced to vent airlocks.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_16,{Spores accidentally returned to ship on boots of planetary landing team. Choking vines grew rapidly inside the crew quarters. Forced to initiate controlled burn.},,,,,,
FLEET_EXPLORE_SEC_FAIL_17,{Ground crew reported enormous creatures on the horizon while scouting planet %PLANET%. Spent several days stalking the creatures in attempt to perform detailed scan. Creatures were a mirage.},,,,,,
FLEET_EXPLORE_SEC_FAIL_18,"{Deep-space scanner knocked offline by large EMP burst. Crew restored system functionality, but not before event was over. Gathered no data.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_19,"{Encountered %RACE% freighter in the %SYSTEM% Sector. Freighter was halfway through its self-destruct sequence. Vessel attempted to transmit large data packet. Fleet receiver underpowered, unable to download before freighter exploded.}",,,,,,
FLEET_EXPLORE_SEC_FAIL_20,{Discovered anomalies in the ship's log during routine maintenance. Log reports repeated intrusions on network channel 16. No malfunctions or data loss.},,,,,,
FLEET_EXPLORE_SEC_DAMAGE_1,"{Ground crew picked flowers while scouting planet %PLANET%. Plants were infested with mineral-eating insects. Creatures got loose in the ship, causing substantial damage to internal components.}",,,,,,
FLEET_EXPLORE_SEC_DAMAGE_2,"{Crew member attempted to access classified trade data. Performed unauthorised override of ship's archive. Ship AI turned hostile, shorting out core life support systems.}",,,,,,
FLEET_EXPLORE_SEC_DAMAGE_3,"{Crew member became obsessed with mineral sample gathered on planet %PLANET%. Crew member destroyed important ship components as their obsession turned to rage. Crew member confined to medical bay, mineral sample vented into space.}",,,,,,
FLEET_EXPLORE_SEC_DAMAGE_4,"{Sent data sample by %RACE% freighter. Crew understood transmission to be trade data. Instead, code was hostile. Vessel was able to hijack core fleet systems and do significant damage.}",,,,,,
FLEET_EXPLORE_FAIL_1,{No activity on long-range scanners. Crew overhauled the secondary reactor shielding.},,,,,,
FLEET_EXPLORE_FAIL_2,{No activity on long-range scanners. Crew polished the antimatter containers.},,,,,,
FLEET_EXPLORE_FAIL_3,{No activity on long-range scanners. Crew recalibrated the scanner array. Still no activity on the long-range scanners.},,,,,,
FLEET_EXPLORE_FAIL_4,{No activity on long-range scanners. Crew stress-tested the holographic containment units.},,,,,,
FLEET_EXPLORE_FAIL_5,{No activity on long-range scanners. Crew upgraded sensitivity of the gravitational wave detector.},,,,,,
FLEET_EXPLORE_FAIL_6,{No activity on long-range scanners. Crew performed necessary warp drive maintenance.},,,,,,
FLEET_EXPLORE_FAIL_7,"{No activity on long-range scanners. Controls to manual, ship's AI taken offline for defragmentation.}",,,,,,
FLEET_EXPLORE_FAIL_8,"{Strange waveform detected in radar noise. Investigated pattern-like signal, but no intelligent life found.}",,,,,,
FLEET_EXPLORE_FAIL_9,{Severe vibration detected in lead ship's hyperdrive. Performed emergency warp-drop to investigate and repair.},,,,,,
FLEET_EXPLORE_FAIL_10,{Flightpath distorted by gravity well of nearby black hole. Performed emergency course-correct maneuver. Escaped without damage.},,,,,,
FLEET_EXPLORE_FAIL_11,"{Hyperdrive performed autonomous emergency shutdown. Post-event diagnostics reported no issues. Resumed mission, cautiously.}",,,,,,
FLEET_EXPLORE_FAIL_12,"{Hostile lifeform boarded ship while landed on planet. Emergency hardlocks activated. Entered orbit, vented both lifeform and its egg sacs into space. }",,,,,,
FLEET_EXPLORE_FAIL_13,{Spores accidentally returned to ship on boots of planetary landing team. Uncontrolled fungal growth in airlocks. Vented substance into space. Initiated deep clean.},,,,,,
FLEET_EXPLORE_FAIL_14,"{Surveyed planet %PLANET%. Ground crew discovered ruins daubed with crude warning signals. Despite widespread excavation, crew could not find the subject of these warnings. Collected data was corrupted.}",,,,,,
FLEET_EXPLORE_FAIL_15,{Planetary team attempted expedition. Discovered planet surface was entirely water. Depth testing equipment failed to find ocean floor. Aborted landing.},,,,,,
FLEET_EXPLORE_FAIL_16,"{Planetary-sized body detected on radar. Landing crews attempted expedition, but found no physical body corresponding with radar signature. Attempted orbital approach. Heat levels hazardous. Retreated.}",,,,,,
FLEET_EXPLORE_FAIL_17,{Sector empty. No stellar object present. Total lack of sub-stellar objects. Tested equipment before moving on.},,,,,,
FLEET_EXPLORE_FAIL_18,{Arrived in Gek space. Station hail unanswered. Boarding crew report space station abandoned. Uncontrolled nanite expansion observed. Crew quarantined.},,,,,,
FLEET_EXPLORE_FAIL_19,"{Signal beacons reveal local space to be Korvax-controlled. No shell entities observed, either in station or planetside. Suggest Convergence presence without physical embodiment.}",,,,,,
FLEET_EXPLORE_FAIL_20,{Approached Vy'keen station. No living beings found. Many dead Vy'keen discovered. On-site testing suggests violence when station crew turned on each other.},,,,,,
FLEET_EXPLORE_FAIL_21,{Planetside expeditionary team excavated promising site. Nothing found but dust and bones. Bone testing revealed little of interest.},,,,,,
FLEET_EXPLORE_FAIL_22,{Archaeological crew located subterranean ruins. Excavation revealed crate after crate of decomposed foodstuffs. Mould appear to have few promising medicinal uses. Site abandoned.},,,,,,
FLEET_EXPLORE_FAIL_23,{Surface team explored large cave system. Highly radioactive water source found. No suggestion of life within the water. Abandoned exploration before dose reached hazardous levels.},,,,,,
FLEET_EXPLORE_FAIL_24,{Promising mineral samples returned to the ship for analysis. Laboratory crews report samples are common dirt. Surface crew received disciplinary warning.},,,,,,
FLEET_EXPLORE_FAIL_25,{Surface team returned promising floral samples returned to lab for analysis. Surface team later began showing signs of neurotoxic poisoning. Samples destroyed.},,,,,,
FLEET_EXPLORE_FAIL_26,{Biological samples acquired from local trader. Later analysis revealed samples to be tissue and hair from station rats. Samples recategorised 'Not Significant'.},,,,,,
FLEET_EXPLORE_FAIL_27,"{Sold several crates of mineral samples by local geographical institute. Despite agent's assurances, samples turned out to be common rocks. On return to the institute, found building abandoned.}",,,,,,
FLEET_EXPLORE_FAIL_28,{Surface team given tip-off from locals. Attempted to track down inland sea with reportedly miraculous properties. Orbital survey revealed no such sea existed.},,,,,,
FLEET_EXPLORE_FAIL_29,{Interviewed local lifeforms for clues about sites of archaeological interest. Directions given were confused and self-contradictory. Surface team spent several days pursuing leads to no success.},,,,,,
FLEET_EXPLORE_FAIL_30,"{Surface team scanned items at local trade outpost and discovered anomalous readings. Returned with hauler crew to extract samples, but found no trace of an outpost at the logged coordinates.}",,,,,,
FLEET_EXPLORE_DAMAGE_1,"{Fleet experienced severe warp vibration. Resonance grew audible, crew in some level of distress. Vibration significant enough to cause severe damage to internal systems.}",,,,,,
FLEET_EXPLORE_DAMAGE_2,{Hyperdrive navigation error resulted in dropping out of warp too close to binary pair. Fleet suffered extreme heat damage. Internal systems affected.},,,,,,
FLEET_EXPLORE_DAMAGE_3,"{Collected Sentinel effigies from Vy'keen systems. Effigies became active in hold, exhibiting Sentinel-like behaviour. Internal security destroyed the effigies, but not without severe damage to ship systems.}",,,,,,
FLEET_EXPLORE_DAMAGE_4,{Laboratory crew performed anomaly-detection experiment. Equipment malfunction lead to the generation of thousands of miniature black holes within vital ship systems.},,,,,,
FLEET_EXPLORE_DAMAGE_5,"{No activity on long-range scanner. Crew performed maintenance on experimental impulse reactor. Subset of maintenance crew fell into the reactor, causing severe damage to both parties.}",,,,,,
FLEET_EXPLORE_DAMAGE_6,{Approached anomalous metallic orb. Orb unleashed what appeared to be advanced laser weaponry before vanishing. Severe damage to internal systems.},,,,,,
FLEET_EXPLORE_DAMAGE_7,"{Promising hybrid candidate found on planet and returned to the lab. Genetic manipulation overly successful. Creatures escaped, multiplied, and ate their way through miles of important wiring.}",,,,,,
FLEET_EXPLORE_DAMAGE_8,{Mined experimental fuel substance from nearby planet. Fuel was distilled and applied to engine. Results were explosive. Severe internal damage sustained.},,,,,,
FLEET_EXPLORE_DAMAGE_9,{Attempted to take readings within stellar magnetic field. Fleet caught in a large and violent plasma eruption. High degree of damage suffered across multiple core systems.},,,,,,
FLEET_EXPLORE_DAMAGE_10,"{Captured dangerous predatory creature. Lab containment procedures implemented poorly. Creature was terminated by Internal Security, but not before consuming several researchers and a considerable amount of important circuitry.}",,,,,,
FLEET_EXPLORE_DAMAGE_11,{Recovered alien technology from archaeological dig. Attempted to install technology. Interface proved possible but ill-advised. Dangerous electronic discharge routed through core ship systems.},,,,,,
FLEET_EXPLORE_DAMAGE_12,{Deployed scanners to analyse anomalous computer systems found in an abandoned base. Data link allowed hostile code to install on fleet computers. Several modules burned out or self-destructed before systems could be cleansed.},,,,,,
FLEET_EXPLORE_DAMAGE_13,{Approached anomalous moon. Temperature readings rapidly oscillated between extreme heat and extreme cold. Fleet caught on a temperature boundary as the anomaly shifted. Multiple core systems damage in flash-freeze event.},,,,,,
FLEET_EXPLORE_DAMAGE_14,{Sensors detected unusual stellar activity. Activated magnetic shielding and moved into position to take observations. Experienced solar flare of unprecedented magnitude. Electromagnetic surge disabled or destroyed numerous critical systems.},,,,,,
FLEET_EXPLORE_DAMAGE_15,{Tracing faint but anomalous radio signal. Detector gain set to maximum level. Overwhelmed by sudden surge. Bridge circuitry blown. High damage to internal wiring.},,,,,,
FLEET_EXPLORE_DAMAGE_16,{Extreme gravitational event detected. Gyroscopic stabilisers deployed. Unable to manoeuvre fleet to avoid gravitational wave damage. Several hull breaches detected.},,,,,,
FLEET_EXPLORE_DAMAGE_17,{Emergency hyperdrive shutdown initiated during warp charge sequence. Spacetime rupture detected. Several components relocated relative to each other. Severe damage to ship internals. Minor hull breaches.},,,,,,
FLEET_EXPLORE_DAMAGE_18,{Took aboard berry samples from local planet. Conducted lab tests. Fruits proved highly combustible. Multiple bulkheads consumed by fire. Water damage sustained across entire ship during firefighting efforts.},,,,,,
FLEET_EXPLORE_DAMAGE_19,{Collected atmosphere samples from several systems. Catalogue isolation failed and atmospheres were permitted to mix. Hazardous reaction caused highly acidic clouds to billow throughout the ship. Several corrosion damage sustained.},,,,,,
FLEET_EXPLORE_DAMAGE_20,"{Approach Vy'keen warship. Deployed scanners in attempt to better understand Vy'keen culture. Action was interpreted as hostile, target ship opened fire. Sustained significant hull damage.}",,,,,,
FLEET_EXPLORE_DAMAGE_21,{Discovered planet largely composed of hexagons. Took water sample. Laboratory crew exposed to 'water' developed maddening rage; tore each other to shreds. Delicate ship components damaged as crew flailed about.},,,,,,
FLEET_EXPLORE_DAMAGE_22,{Alarms sounded as expedition came out of warp. Diagnostics indicated not all ship components left hyperspace simultaneously. Severe damage sustained as ship briefly split and recombined. Hull stable.},,,,,,
FLEET_EXPLORE_DAMAGE_23,"{Warp tunnel navigation failure. Expedition path too close to black hole. Event horizon avoided, but some spaghettification experienced. Hull suffered thousands of minor breaches. Cumulative effect: catastrophic damage.}",,,,,,
